wu24,24.345703125,123.92578125,沖縄県,,八重山郡,竹富町,47381
wudv,26.279296875,127.79296875,沖縄県,,中頭郡,中城村,47328
wuep,26.630859375,128.14453125,沖縄県,,国頭郡,東村,47303
wvh1,28.388671875,129.55078125,鹿児島県,,,奄美市,46222
wvku,30.322265625,130.60546875,鹿児島県,,熊毛郡,屋久島町,46505
wvmj,30.498046875,130.95703125,鹿児島県,,熊毛郡,中種子町,46501
wvmn,30.673828125,130.95703125,鹿児島県,,,西之表市,46213
wvsc,31.201171875,130.60546875,鹿児島県,,,指宿市,46210
wvt1,31.201171875,130.95703125,鹿児島県,,肝属郡,肝付町,46492
wvsd,31.376953125,130.25390625,鹿児島県,,,南さつま市,46220
wvt4,31.376953125,130.95703125,鹿児島県,,,鹿屋市,46203
wvt5,31.552734375,130.95703125,鹿児島県,,,曽於市,46217
wvt7,31.552734375,131.30859375,宮崎県,,,日南市,45204
wvss,31.728515625,130.25390625,鹿児島県,,,いちき串木野市,46219
wvsu,31.728515625,130.60546875,鹿児島県,,,姶良市,46225
wvth,31.728515625,130.95703125,鹿児島県,,,曽於市,46217
wvtk,31.728515625,131.30859375,宮崎県,,,日南市,45204
wvst,31.904296875,130.25390625,鹿児島県,,,薩摩川内市,46215
wvsv,31.904296875,130.60546875,鹿児島県,,薩摩郡,さつま町,46392
wvtj,31.904296875,130.95703125,宮崎県,,西諸県郡,高原町,45361
wvtm,31.904296875,131.30859375,宮崎県,,,宮崎市,45201
wvsw,32.080078125,130.25390625,鹿児島県,,,出水市,46208
wvsy,32.080078125,130.60546875,鹿児島県,,,伊佐市,46224
wvtn,32.080078125,130.95703125,宮崎県,,,えびの市,45209
wvtq,32.080078125,131.30859375,宮崎県,,,西都市,45208
wvsz,32.255859375,130.60546875,熊本県,,球磨郡,球磨村,43513
wvtp,32.255859375,130.95703125,熊本県,,球磨郡,多良木町,43505
wvtr,32.255859375,131.30859375,宮崎県,,,西都市,45208
wvu8,32.431640625,130.25390625,熊本県,,,天草市,43215
wvub,32.431640625,130.60546875,熊本県,,,八代市,43202
wvv0,32.431640625,130.95703125,熊本県,,球磨郡,水上村,43507
wvv2,32.431640625,131.30859375,宮崎県,,東臼杵郡,美郷町,45431
wvv8,32.431640625,131.66015625,宮崎県,,,日向市,45206
wvv1,32.607421875,130.95703125,熊本県,,下益城郡,美里町,43348
wvv3,32.607421875,131.30859375,宮崎県,,東臼杵郡,諸塚村,45429
wvv9,32.607421875,131.66015625,宮崎県,,,延岡市,45203
wvgd,32.783203125,128.84765625,長崎県,,,五島市,42211
wvu6,32.783203125,129.90234375,長崎県,,,長崎市,42201
wvud,32.783203125,130.25390625,長崎県,,,雲仙市,42213
wvuf,32.783203125,130.60546875,熊本県,,熊本市,西区,43103
wvv4,32.783203125,130.95703125,熊本県,,上益城郡,御船町,43441
wvv6,32.783203125,131.30859375,宮崎県,,西臼杵郡,高千穂町,45441
wvvd,32.783203125,131.66015625,大分県,,,佐伯市,44205
wvug,32.958984375,130.60546875,熊本県,,,玉名市,43206
wvv5,32.958984375,130.95703125,熊本県,,,阿蘇市,43214
wvv7,32.958984375,131.30859375,大分県,,,竹田市,44208
wvve,32.958984375,131.66015625,大分県,,,佐伯市,44205
wvy7,32.958984375,132.71484375,高知県,,,宿毛市,39208
wvuk,33.134765625,129.90234375,長崎県,,東彼杵郡,波佐見町,42323
wvuu,33.134765625,130.60546875,福岡県,,,八女市,40210
wvvh,33.134765625,130.95703125,大分県,,,日田市,44204
wvvk,33.134765625,131.30859375,大分県,,,由布市,44213
wvvs,33.134765625,131.66015625,大分県,,,大分市,44201
wvyk,33.134765625,132.71484375,高知県,,,四万十市,39210
wvys,33.134765625,133.06640625,高知県,,高岡郡,四万十町,39412
xjgk,33.134765625,139.74609375,東京都,,,八丈町,13401
wvum,33.310546875,129.90234375,佐賀県,,,伊万里市,41205
wvut,33.310546875,130.25390625,佐賀県,,,佐賀市,41201
wvuv,33.310546875,130.60546875,福岡県,,,久留米市,40203
wvvj,33.310546875,130.95703125,大分県,,,日田市,44204
wvvm,33.310546875,131.30859375,大分県,,玖珠郡,玖珠町,44462
wvym,33.310546875,132.71484375,愛媛県,,北宇和郡,鬼北町,38488
wvyt,33.310546875,133.06640625,高知県,,高岡郡,四万十町,39412
wvzm,33.310546875,134.12109375,高知県,,,室戸市,39202
wvun,33.486328125,129.55078125,長崎県,,,平戸市,42207
wvuq,33.486328125,129.90234375,佐賀県,,,唐津市,41202
wvuw,33.486328125,130.25390625,福岡県,,,糸島市,40230
wvuy,33.486328125,130.60546875,福岡県,,朝倉郡,筑前町,40447
wvvn,33.486328125,130.95703125,大分県,,,中津市,44203
wvvq,33.486328125,131.30859375,大分県,,,宇佐市,44211
wvvw,33.486328125,131.66015625,大分県,,,国東市,44214
wvyn,33.486328125,132.36328125,愛媛県,,西宇和郡,伊方町,38442
wvyq,33.486328125,132.71484375,愛媛県,,,大洲市,38207
wvyw,33.486328125,133.06640625,高知県,,吾川郡,仁淀川町,39387
wvyy,33.486328125,133.41796875,高知県,,,土佐市,39205
wvzq,33.486328125,134.12109375,高知県,,安芸郡,北川村,39305
wvuz,33.662109375,130.60546875,福岡県,,,宮若市,40226
wvvp,33.662109375,130.95703125,福岡県,,京都郡,みやこ町,40625
wvvx,33.662109375,131.66015625,大分県,,,国東市,44214
wvyr,33.662109375,132.71484375,愛媛県,,,伊予市,38210
wvyx,33.662109375,133.06640625,愛媛県,,上浮穴郡,久万高原町,38386
wvyz,33.662109375,133.41796875,高知県,,吾川郡,いの町,39386
wvzp,33.662109375,133.76953125,高知県,,,香美市,39212
wvzr,33.662109375,134.12109375,高知県,,安芸郡,馬路村,39306
xjbr,33.662109375,135.52734375,和歌山県,,西牟婁郡,白浜町,30401
xjbx,33.662109375,135.87890625,和歌山県,,東牟婁郡,那智勝浦町,30421
wyhb,33.837890625,130.60546875,福岡県,,遠賀郡,岡垣町,40383
wyj0,33.837890625,130.95703125,福岡県,,北九州市,小倉南区,40107
wyn2,33.837890625,132.71484375,愛媛県,,,松山市,38201
wyn8,33.837890625,133.06640625,愛媛県,,,西条市,38206
wynb,33.837890625,133.41796875,高知県,,土佐郡,大川村,39364
wyp0,33.837890625,133.76953125,高知県,,長岡郡,大豊町,39344
wyp2,33.837890625,134.12109375,徳島県,,那賀郡,那賀町,36368
wyp8,33.837890625,134.47265625,徳島県,,那賀郡,那賀町,36368
xn00,33.837890625,135.17578125,和歌山県,,,御坊市,30205
xn02,33.837890625,135.52734375,和歌山県,,,田辺市,30206
xn08,33.837890625,135.87890625,三重県,,,熊野市,24212
wyj1,34.013671875,130.95703125,山口県,,,下関市,35201
wyj3,34.013671875,131.30859375,山口県,,,山口市,35203
wyjc,34.013671875,132.01171875,山口県,,,光市,35210
wyp1,34.013671875,133.76953125,徳島県,,,三好市,36208
wyp3,34.013671875,134.12109375,徳島県,,,美馬市,36207
wyp9,34.013671875,134.47265625,徳島県,,名東郡,佐那河内村,36321
xn01,34.013671875,135.17578125,和歌山県,,有田郡,広川町,30362
xn03,34.013671875,135.52734375,和歌山県,,日高郡,日高川町,30392
xn09,34.013671875,135.87890625,奈良県,,吉野郡,十津川村,29449
xn0c,34.013671875,136.23046875,三重県,,,尾鷲市,24209
wy5f,34.189453125,129.19921875,長崎県,,,対馬市,42209
wyj4,34.189453125,130.95703125,山口県,,,下関市,35201
wyj6,34.189453125,131.30859375,山口県,,,美祢市,35213
wyjd,34.189453125,131.66015625,山口県,,,山口市,35203
wyjf,34.189453125,132.01171875,山口県,,,岩国市,35208
wyn6,34.189453125,132.71484375,広島県,,,呉市,34202
wynd,34.189453125,133.06640625,愛媛県,,,今治市,38202
wyp4,34.189453125,133.76953125,香川県,,,三豊市,37208
wyp6,34.189453125,134.12109375,香川県,,木田郡,三木町,37341
wypd,34.189453125,134.47265625,徳島県,,,鳴門市,36202
xn04,34.189453125,135.17578125,和歌山県,,,和歌山市,30201
xn06,34.189453125,135.52734375,和歌山県,,伊都郡,高野町,30344
xn0d,34.189453125,135.87890625,奈良県,,吉野郡,天川村,29446
xn0f,34.189453125,136.23046875,三重県,,北牟婁郡,紀北町,24543
wyj7,34.365234375,131.30859375,山口県,,,長門市,35211
wyje,34.365234375,131.66015625,山口県,,,山口市,35203
wyjg,34.365234375,132.01171875,山口県,,,岩国市,35208
wyn5,34.365234375,132.36328125,広島県,,広島市,佐伯区,34108
wyn7,34.365234375,132.71484375,広島県,,,東広島市,34212
wyne,34.365234375,133.06640625,広島県,,,三原市,34204
wyp7,34.365234375,134.12109375,香川県,,,高松市,37201
wypg,34.365234375,134.82421875,兵庫県,,,洲本市,28205
xn07,34.365234375,135.52734375,大阪府,,,河内長野市,27216
xn0e,34.365234375,135.87890625,奈良県,,吉野郡,吉野町,29441
xn0g,34.365234375,136.23046875,三重県,,,松阪市,24204
xn15,34.365234375,136.58203125,三重県,,度会郡,度会町,24470
wyjs,34.541015625,131.66015625,山口県,,,萩市,35204
wyju,34.541015625,132.01171875,島根県,,,益田市,32204
wynh,34.541015625,132.36328125,広島県,,山県郡,安芸太田町,34368
wynk,34.541015625,132.71484375,広島県,,,東広島市,34212
wyns,34.541015625,133.06640625,広島県,,,三原市,34204
wynu,34.541015625,133.41796875,広島県,,,福山市,34207
wyph,34.541015625,133.76953125,岡山県,,,倉敷市,33202
xn0k,34.541015625,135.52734375,大阪府,,堺市,東区,27143
xn0s,34.541015625,135.87890625,奈良県,,,桜井市,29206
xn0u,34.541015625,136.23046875,三重県,,,津市,24201
xn1h,34.541015625,136.58203125,三重県,,,松阪市,24204
wyjv,34.716796875,132.01171875,島根県,,,浜田市,32202
wynj,34.716796875,132.36328125,広島県,,山県郡,北広島町,34369
wynm,34.716796875,132.71484375,広島県,,,安芸高田市,34214
wynt,34.716796875,133.06640625,広島県,,,三次市,34209
wynv,34.716796875,133.41796875,岡山県,,,高梁市,33209
wypj,34.716796875,133.76953125,岡山県,,,総社市,33208
wypm,34.716796875,134.12109375,岡山県,,,備前市,33211
wypv,34.716796875,134.82421875,兵庫県,,,加古川市,28210
xn0j,34.716796875,135.17578125,兵庫県,,神戸市,中央区,28110
xn0m,34.716796875,135.52734375,大阪府,,大阪市,都島区,27102
xn0t,34.716796875,135.87890625,京都府,,,木津川市,26214
xn0v,34.716796875,136.23046875,三重県,,,伊賀市,24216
xn1m,34.716796875,136.93359375,愛知県,,知多郡,南知多町,23445
xn1t,34.716796875,137.28515625,愛知県,,,田原市,23231
xn1v,34.716796875,137.63671875,静岡県,,浜松市,西区,22133
xn4j,34.716796875,137.98828125,静岡県,,,掛川市,22213
xn5j,34.716796875,139.39453125,東京都,,,大島町,13361
wynn,34.892578125,132.36328125,島根県,,邑智郡,邑南町,32449
wynq,34.892578125,132.71484375,広島県,,,三次市,34209
wynw,34.892578125,133.06640625,広島県,,,庄原市,34210
wyny,34.892578125,133.41796875,岡山県,,,新見市,33210
wypn,34.892578125,133.76953125,岡山県,,加賀郡,吉備中央町,33681
wypq,34.892578125,134.12109375,岡山県,,和気郡,和気町,33346
wypw,34.892578125,134.47265625,兵庫県,,,相生市,28208
wypy,34.892578125,134.82421875,兵庫県,,,加西市,28220
xn0n,34.892578125,135.17578125,兵庫県,,,三田市,28219
xn0q,34.892578125,135.52734375,大阪府,,,茨木市,27211
xn0w,34.892578125,135.87890625,滋賀県,,,大津市,25201
xn0y,34.892578125,136.23046875,滋賀県,,,甲賀市,25209
xn1n,34.892578125,136.58203125,三重県,,,鈴鹿市,24207
xn1q,34.892578125,136.93359375,愛知県,,,半田市,23205
xn1w,34.892578125,137.28515625,愛知県,,,岡崎市,23202
xn1y,34.892578125,137.63671875,愛知県,,,新城市,23221
xn4n,34.892578125,137.98828125,静岡県,,周智郡,森町,22461
xn4q,34.892578125,138.33984375,静岡県,,,焼津市,22212
xn4y,34.892578125,139.04296875,静岡県,,,伊東市,22208
wynp,35.068359375,132.36328125,島根県,,,大田市,32205
wynr,35.068359375,132.71484375,島根県,,飯石郡,飯南町,32386
wynx,35.068359375,133.06640625,広島県,,,庄原市,34210
wynz,35.068359375,133.41796875,岡山県,,,新見市,33210
wypp,35.068359375,133.76953125,岡山県,,,真庭市,33214
wypr,35.068359375,134.12109375,岡山県,,勝田郡,勝央町,33622
wypx,35.068359375,134.47265625,兵庫県,,,宍粟市,28227
wypz,35.068359375,134.82421875,兵庫県,,神崎郡,神河町,28446
xn0p,35.068359375,135.17578125,兵庫県,,,篠山市,28221
xn0r,35.068359375,135.52734375,京都府,,,南丹市,26213
xn0x,35.068359375,135.87890625,滋賀県,,,大津市,25201
xn0z,35.068359375,136.23046875,滋賀県,,,東近江市,25213
xn1p,35.068359375,136.58203125,三重県,,員弁郡,東員町,24324
xn1r,35.068359375,136.93359375,愛知県,,名古屋市,緑区,23114
xn1x,35.068359375,137.28515625,愛知県,,,豊田市,23211
xn1z,35.068359375,137.63671875,愛知県,,北設楽郡,設楽町,23561
xn4p,35.068359375,137.98828125,静岡県,,浜松市,天竜区,22137
xn4r,35.068359375,138.33984375,静岡県,,静岡市,葵区,22101
xn4z,35.068359375,139.04296875,静岡県,,,熱海市,22205
wyq2,35.244140625,132.71484375,島根県,,,出雲市,32203
wyq8,35.244140625,133.06640625,島根県,,仁多郡,奥出雲町,32343
wyqb,35.244140625,133.41796875,鳥取県,,日野郡,日野町,31402
wyr0,35.244140625,133.76953125,岡山県,,,真庭市,33214
wyr2,35.244140625,134.12109375,岡山県,,,津山市,33203
wyr8,35.244140625,134.47265625,兵庫県,,,宍粟市,28227
wyrb,35.244140625,134.82421875,兵庫県,,,朝来市,28225
xn20,35.244140625,135.17578125,京都府,,,福知山市,26201
xn22,35.244140625,135.52734375,京都府,,,南丹市,26213
xn28,35.244140625,135.87890625,滋賀県,,,大津市,25201
xn2b,35.244140625,136.23046875,滋賀県,,,彦根市,25202
xn30,35.244140625,136.58203125,岐阜県,,,海津市,21221
xn32,35.244140625,136.93359375,愛知県,,,春日井市,23206
xn38,35.244140625,137.28515625,愛知県,,,豊田市,23211
xn3b,35.244140625,137.63671875,長野県,,下伊那郡,根羽村,20410
xn60,35.244140625,137.98828125,静岡県,,浜松市,天竜区,22137
xn62,35.244140625,138.33984375,静岡県,,静岡市,葵区,22101
xn68,35.244140625,138.69140625,静岡県,,,富士市,22210
xn6b,35.244140625,139.04296875,神奈川県,,足柄下郡,箱根町,14382
xn78,35.244140625,140.09765625,千葉県,,,君津市,12225
wyq3,35.419921875,132.71484375,島根県,,,出雲市,32203
wyq9,35.419921875,133.06640625,島根県,,,松江市,32201
wyqc,35.419921875,133.41796875,鳥取県,,,米子市,31202
wyr1,35.419921875,133.76953125,鳥取県,,,倉吉市,31203
wyr3,35.419921875,134.12109375,鳥取県,,,鳥取市,31201
wyr9,35.419921875,134.47265625,鳥取県,,八頭郡,若桜町,31325
wyrc,35.419921875,134.82421875,兵庫県,,,養父市,28222
xn21,35.419921875,135.17578125,京都府,,,福知山市,26201
xn23,35.419921875,135.52734375,福井県,,,おおい町,18483
xn29,35.419921875,135.87890625,福井県,,三方上中郡,若狭町,18501
xn2c,35.419921875,136.23046875,滋賀県,,,長浜市,25203
xn31,35.419921875,136.58203125,岐阜県,,揖斐郡,池田町,21404
xn33,35.419921875,136.93359375,岐阜県,,,各務原市,21213
xn39,35.419921875,137.28515625,岐阜県,,,瑞浪市,21208
xn3c,35.419921875,137.63671875,長野県,,下伊那郡,阿智村,20407
xn61,35.419921875,137.98828125,長野県,,,飯田市,20205
xn63,35.419921875,138.33984375,山梨県,,南巨摩郡,早川町,19364
xn69,35.419921875,138.69140625,山梨県,,南都留郡,鳴沢村,19429
xn6c,35.419921875,139.04296875,神奈川県,,足柄上郡,山北町,14364
xn71,35.419921875,139.39453125,神奈川県,,,海老名市,14215
xn79,35.419921875,140.09765625,千葉県,,,市原市,12219
wyrd,35.595703125,134.47265625,兵庫県,,美方郡,新温泉町,28586
wyrf,35.595703125,134.82421875,兵庫県,,,豊岡市,28209
xn24,35.595703125,135.17578125,京都府,,与謝郡,与謝野町,26465
xn2d,35.595703125,135.87890625,福井県,,三方上中郡,若狭町,18501
xn2f,35.595703125,136.23046875,滋賀県,,,長浜市,25203
xn34,35.595703125,136.58203125,岐阜県,,,本巣市,21218
xn36,35.595703125,136.93359375,岐阜県,,,美濃市,21207
xn3d,35.595703125,137.28515625,岐阜県,,加茂郡,白川町,21506
xn3f,35.595703125,137.63671875,長野県,,木曽郡,南木曽町,20423
xn64,35.595703125,137.98828125,長野県,,下伊那郡,松川町,20402
xn66,35.595703125,138.33984375,山梨県,,,南アルプス市,19208
xn6d,35.595703125,138.69140625,山梨県,,,笛吹市,19211
xn6f,35.595703125,139.04296875,山梨県,,,大月市,19206
xn74,35.595703125,139.39453125,東京都,,,町田市,13209
xn76,35.595703125,139.74609375,東京都,,品川区,,13109
xn7d,35.595703125,140.09765625,千葉県,,千葉市,中央区,12101
xn7f,35.595703125,140.44921875,千葉県,,,山武市,12237
xn2g,35.771484375,136.23046875,福井県,,南条郡,南越前町,18404
xn35,35.771484375,136.58203125,岐阜県,,,本巣市,21218
xn37,35.771484375,136.93359375,岐阜県,,,郡上市,21219
xn3e,35.771484375,137.28515625,岐阜県,,,下呂市,21220
xn3g,35.771484375,137.63671875,長野県,,木曽郡,上松町,20422
xn65,35.771484375,137.98828125,長野県,,,駒ヶ根市,20210
xn67,35.771484375,138.33984375,山梨県,,,北杜市,19209
xn6e,35.771484375,138.69140625,山梨県,,,山梨市,19205
xn6g,35.771484375,139.04296875,東京都,,西多摩郡,奥多摩町,13308
xn75,35.771484375,139.39453125,埼玉県,,,所沢市,11208
xn77,35.771484375,139.74609375,東京都,,足立区,,13121
xn7e,35.771484375,140.09765625,千葉県,,,八千代市,12221
xn7g,35.771484375,140.44921875,千葉県,,香取郡,多古町,12347
xnk5,35.771484375,140.80078125,茨城県,,,神栖市,08232
xn2u,35.947265625,136.23046875,福井県,,,鯖江市,18207
xn3h,35.947265625,136.58203125,福井県,,,大野市,18205
xn3k,35.947265625,136.93359375,岐阜県,,,郡上市,21219
xn3s,35.947265625,137.28515625,岐阜県,,,下呂市,21220
xn3u,35.947265625,137.63671875,長野県,,木曽郡,木曽町,20432
xn6h,35.947265625,137.98828125,長野県,,上伊那郡,辰野町,20382
xn6k,35.947265625,138.33984375,長野県,,諏訪郡,富士見町,20362
xn6s,35.947265625,138.69140625,長野県,,南佐久郡,川上村,20304
xn6u,35.947265625,139.04296875,埼玉県,,,秩父市,11207
xn7h,35.947265625,139.39453125,埼玉県,,,鶴ヶ島市,11241
xn7k,35.947265625,139.74609375,埼玉県,,さいたま市,岩槻区,11110
xn7s,35.947265625,140.09765625,茨城県,,,つくばみらい市,08235
xn7u,35.947265625,140.44921875,茨城県,,,稲敷市,08229
wyqt,36.123046875,133.06640625,島根県,,隠岐郡,西ノ島町,32526
xn2v,36.123046875,136.23046875,福井県,,,坂井市,18210
xn3j,36.123046875,136.58203125,福井県,,,勝山市,18206
xn3m,36.123046875,136.93359375,岐阜県,,大野郡,白川村,21604
xn3t,36.123046875,137.28515625,岐阜県,,,高山市,21203
xn3v,36.123046875,137.63671875,長野県,,,松本市,20202
xn6j,36.123046875,137.98828125,長野県,,,塩尻市,20215
xn6m,36.123046875,138.33984375,長野県,,,佐久市,20217
xn6t,36.123046875,138.69140625,群馬県,,多野郡,上野村,10366
xn6v,36.123046875,139.04296875,埼玉県,,児玉郡,神川町,11383
xn7j,36.123046875,139.39453125,埼玉県,,,熊谷市,11202
xn7m,36.123046875,139.74609375,茨城県,,猿島郡,五霞町,08542
xn7t,36.123046875,140.09765625,茨城県,,,つくば市,08220
xn7v,36.123046875,140.44921875,茨城県,,,行方市,08233
xn3n,36.298828125,136.58203125,石川県,,,白山市,17210
xn3q,36.298828125,136.93359375,岐阜県,,大野郡,白川村,21604
xn3w,36.298828125,137.28515625,岐阜県,,,飛騨市,21217
xn3y,36.298828125,137.63671875,岐阜県,,,高山市,21203
xn6n,36.298828125,137.98828125,長野県,,,松本市,20202
xn6q,36.298828125,138.33984375,長野県,,北佐久郡,立科町,20324
xn6w,36.298828125,138.69140625,群馬県,,,安中市,10211
xn6y,36.298828125,139.04296875,群馬県,,,高崎市,10202
xn7n,36.298828125,139.39453125,群馬県,,,太田市,10205
xn7q,36.298828125,139.74609375,栃木県,,,小山市,09208
xn7w,36.298828125,140.09765625,茨城県,,,桜川市,08231
xn7y,36.298828125,140.44921875,茨城県,,東茨城郡,茨城町,08302
xn3p,36.474609375,136.58203125,石川県,,,白山市,17210
xn3r,36.474609375,136.93359375,富山県,,,南砺市,16210
xn3x,36.474609375,137.28515625,富山県,,,富山市,16201
xn3z,36.474609375,137.63671875,富山県,,,富山市,16201
xn6p,36.474609375,137.98828125,長野県,,,長野市,20201
xn6r,36.474609375,138.33984375,長野県,,,上田市,20203
xn6x,36.474609375,138.69140625,群馬県,,吾妻郡,東吾妻町,10429
xn6z,36.474609375,139.04296875,群馬県,,,渋川市,10208
xn7p,36.474609375,139.39453125,群馬県,,,桐生市,10203
xn7r,36.474609375,139.74609375,栃木県,,,栃木市,09203
xn7x,36.474609375,140.09765625,栃木県,,芳賀郡,益子町,09342
